Price,Age,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Metallic,Automatic,CC,Doors,Cylinders,Gears,QuartTax,Weight,Guarantee,BOVAG,Period
9950,43,2,2001,37576,Petrol,97,0,0,1400,3,4,5,69,1030,0,1,3
13950,41,4,2001,37533,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
12950,44,1,2001,37389,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
10950,38,7,2001,37320,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
9900,42,3,2001,37000,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3
11950,44,1,2001,37000,Petrol,110,0,0,1600,4,4,5,19,1075,0,1,3
11990,40,5,2001,36566,Petrol,110,0,0,1600,5,4,5,85,1090,1,1,3
10750,36,9,2001,36269,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
13950,37,8,2001,36074,Petrol,110,1,1,1600,5,4,5,19,1075,0,1,12
11250,44,1,2001,36066,Petrol,110,1,0,1600,3,4,5,69,1040,1,1,3
12950,39,6,2001,34599,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
11950,41,4,2001,34000,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
10950,42,3,2001,33623,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
12950,33,12,2001,33591,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
12950,35,10,2001,33258,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
11695,43,2,2001,33113,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
11000,41,4,2001,33000,Petrol,110,1,1,1600,5,4,6,19,1075,0,0,3
13950,35,10,2001,32941,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
11950,38,7,2001,32781,Petrol,110,0,0,1600,5,4,5,85,1075,1,1,3
11750,40,5,2001,32532,Petrol,110,1,0,1600,3,4,5,69,1040,1,1,3
12400,34,11,2001,32431,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
12500,35,10,2001,32000,Petrol,110,0,0,1600,3,4,5,69,1040,0,1,3
12900,33,12,2001,31000,Petrol,110,1,0,1600,5,4,5,19,1075,0,1,6
12200,41,4,2001,30989,Petrol,110,0,0,1600,3,4,5,69,1045,0,1,3
12750,43,2,2001,30742,Petrol,110,1,0,1600,3,4,5,69,1040,1,1,3
11950,42,3,2001,30190,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
11900,41,4,2001,29716,Petrol,116,1,0,1600,5,4,5,85,1075,0,1,3
11950,44,1,2001,29716,Petrol,110,1,1,1600,3,4,5,85,1070,1,1,3
14950,42,3,2001,29640,Petrol,110,0,0,1600,3,4,5,85,1055,1,1,3
11950,41,4,2001,29056,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
12950,33,12,2001,28715,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
14950,41,4,2001,28571,Petrol,110,0,0,1600,5,4,5,85,1090,1,1,3
13450,40,5,2001,28362,Petrol,110,1,0,1600,3,4,5,69,1040,0,1,3
13750,38,7,2001,28150,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
12950,43,2,2001,27301,Petrol,110,1,0,1600,3,4,5,69,1040,1,1,3
12750,33,12,2001,27240,Petrol,110,1,0,1600,5,4,5,85,1075,0,0,12
11895,39,6,2001,27170,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
9950,42,3,2001,27141,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
12450,38,7,2001,26262,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
12500,38,7,2001,26000,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
14950,43,2,2001,25228,Petrol,110,1,0,1600,3,4,5,69,1045,1,1,3
13750,39,6,2001,25062,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
12695,39,6,2001,24723,Petrol,110,1,1,1600,4,4,5,85,1060,1,1,3
14990,33,12,2001,24650,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3
12750,43,2,2001,24553,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
14350,41,4,2001,24475,Petrol,110,1,0,1600,5,4,5,69,1030,0,1,12
12950,39,6,2001,24444,Petrol,110,1,0,1600,3,4,5,69,1040,1,1,3
11500,35,10,2001,24011,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3
11950,41,4,2001,24000,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
13450,40,5,2001,23616,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
12900,38,7,2001,22865,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
10500,41,4,2001,22780,Petrol,86,1,0,1300,5,4,5,69,1035,1,1,3
10950,35,10,2001,21904,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3
11950,41,4,2001,21651,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3
11450,37,8,2001,21500,Petrol,110,1,0,1600,5,4,5,69,1030,1,0,12
13250,44,1,2001,21027,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
10250,39,6,2001,18500,Petrol,110,0,0,1600,4,4,5,69,1030,0,0,3
13995,35,10,2001,18000,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
11950,40,5,2001,17051,Petrol,97,0,0,1400,5,4,5,85,1060,1,1,3
13250,33,12,2001,16512,Petrol,97,1,0,1400,5,4,5,19,1085,0,1,3
12950,40,5,2001,16325,Petrol,110,1,0,1600,5,4,5,85,1080,0,1,3
11750,38,7,2001,16000,Petrol,97,1,0,1400,5,4,5,85,1060,0,1,3
11500,39,6,2001,12000,Petrol,110,1,0,1600,5,4,5,85,1075,0,0,12
13500,43,2,2001,10000,Petrol,97,1,0,1400,5,4,5,85,1060,0,0,6
6500,53,4,2000,216000,Diesel,69,0,0,1900,3,4,5,185,1110,0,1,3
6400,51,6,2000,198167,Diesel,69,0,0,1900,4,4,5,185,1095,0,1,3
7000,53,4,2000,176000,Diesel,69,0,0,1900,3,4,5,185,1105,0,1,3
7750,54,3,2000,174139,Diesel,72,1,0,2000,4,4,5,185,1100,0,1,3
8900,45,12,2000,174000,Diesel,69,1,0,1900,5,4,5,185,1095,0,0,6
8500,55,2,2000,150000,CNG,110,1,0,1600,3,4,5,72,1075,0,0,6
8950,54,3,2000,149329,Diesel,72,1,0,2000,5,4,5,185,1135,0,1,3
9900,51,6,2000,146736,Petrol,110,1,0,1600,5,4,5,85,1080,0,1,3
10250,53,4,2000,143513,Diesel,69,0,0,1900,5,4,5,185,1140,0,1,3
9250,48,9,2000,142130,CNG,110,0,0,1600,5,4,5,197,1119,0,1,3
7750,48,9,2000,140700,Diesel,69,1,0,1900,5,4,5,64,1110,0,1,3
9450,54,3,2000,138394,Diesel,69,1,0,1900,4,4,5,185,1095,0,1,3
7750,55,2,2000,137000,Diesel,72,1,0,2000,5,4,5,185,1135,0,0,3
8250,52,5,2000,135258,Diesel,69,1,0,1900,5,4,5,185,1140,0,1,3
9950,49,8,2000,131364,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
4450,56,1,2000,129155,Diesel,69,0,0,1800,5,4,5,64,1110,0,0,3
9950,50,7,2000,126110,Petrol,110,0,0,1600,3,4,5,85,1055,0,1,3
9000,48,9,2000,119742,Petrol,110,1,0,1600,5,4,5,85,1080,0,1,3
9950,53,4,2000,117913,Diesel,69,1,0,1900,5,4,5,64,1110,0,1,3
12450,47,10,2000,117430,Diesel,90,1,0,2000,3,4,5,210,1165,0,1,3
10500,55,2,2000,117175,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3
10750,54,3,2000,115558,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3
8950,53,4,2000,115113,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3
10500,54,3,2000,115046,Diesel,69,1,0,1900,5,4,5,185,1140,0,1,3
5150,56,1,2000,113997,Diesel,72,1,0,2000,5,4,5,64,1135,0,0,3
10950,49,8,2000,107859,Petrol,97,0,0,1400,5,4,5,85,1060,1,1,3
9450,52,5,2000,104805,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3
9950,54,3,2000,103454,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
10950,51,6,2000,103018,Diesel,69,0,0,1900,5,4,5,185,1140,0,1,3
11900,47,10,2000,102352,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
9950,50,7,2000,102030,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
11950,54,3,2000,101352,Petrol,110,0,0,1600,5,4,5,85,1080,1,1,3
7900,50,7,2000,99865,Petrol,110,1,0,1600,4,4,5,69,1035,0,1,3
10950,52,5,2000,99323,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3
8950,48,9,2000,98100,Diesel,69,1,0,1900,5,4,5,185,1140,0,1,3
11950,51,6,2000,98040,Petrol,110,0,0,1600,5,4,5,85,1080,1,1,3
10900,49,8,2000,97600,Petrol,110,1,0,1600,3,4,5,69,1045,0,1,6
9950,55,2,2000,97234,Petrol,110,0,0,1600,5,4,5,85,1080,0,1,3
9950,51,6,2000,96135,Diesel,72,0,0,2000,3,4,5,185,1115,0,1,3
10950,54,3,2000,96100,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
8950,55,2,2000,94401,Diesel,72,0,0,2000,3,4,5,185,1115,0,1,3
8950,55,2,2000,94122,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3
10500,49,8,2000,91340,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3
8950,53,4,2000,90200,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3
9250,53,4,2000,90097,Diesel,69,1,0,1900,5,4,5,185,1140,1,1,3
11500,48,9,2000,89049,Petrol,97,1,0,1400,5,4,5,85,1060,0,1,12
9750,52,5,2000,89000,Petrol,110,0,0,1600,5,4,5,85,1075,0,0,3
9950,45,12,2000,87274,Petrol,110,1,0,1600,3,4,5,69,1040,1,1,3
11450,49,8,2000,86221,Petrol,110,0,0,1600,3,4,5,69,1045,1,1,3
12500,54,3,2000,84598,Petrol,110,0,0,1600,5,4,5,19,1075,0,1,6
10500,50,7,2000,83567,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3
12950,50,7,2000,83106,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
12200,50,7,2000,82805,Petrol,110,1,0,1600,3,4,5,69,1040,1,1,3
10950,50,7,2000,82735,Petrol,97,1,0,1400,3,4,5,69,1030,1,1,3
10950,54,3,2000,81905,Petrol,110,1,0,1600,5,4,5,19,1105,0,1,6
11290,49,8,2000,80320,Petrol,110,1,1,1600,3,4,5,85,1070,1,1,3
10750,49,8,2000,80090,Petrol,97,1,0,1400,3,4,5,69,1030,0,1,6
10895,53,4,2000,79800,Petrol,110,0,0,1600,5,4,5,85,1075,1,1,3
11500,47,10,2000,78785,CNG,110,1,0,1600,5,4,5,197,1119,1,1,3
9750,48,9,2000,78600,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
10250,55,2,2000,77780,Petrol,110,0,0,1600,3,4,5,69,1040,0,1,3
12500,49,8,2000,77648,Petrol,110,0,0,1600,4,4,5,69,1030,1,1,3
11950,54,3,2000,77270,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3
10750,50,7,2000,76167,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
11450,46,11,2000,75249,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3
11950,54,3,2000,75231,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
11750,48,9,2000,75045,Petrol,110,1,0,1600,3,4,6,85,1055,0,0,6
10950,50,7,2000,74849,Petrol,110,1,1,1600,4,4,5,85,1060,1,1,3
11950,55,2,2000,74715,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
10995,49,8,2000,74656,Diesel,69,0,0,1900,3,4,5,185,1105,1,1,3
11450,56,1,2000,74500,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3
8900,49,8,2000,74494,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
10500,50,7,2000,73634,Petrol,110,0,0,1587,5,4,5,85,1075,0,0,6
11750,47,10,2000,73403,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
11450,49,8,2000,73175,Petrol,97,1,0,1400,3,4,5,69,1030,1,1,3
12000,52,5,2000,73000,Petrol,110,0,0,1600,3,4,5,85,1055,0,1,3
11950,50,7,2000,72242,Petrol,110,0,1,1600,3,4,5,85,1070,1,1,3
9850,53,4,2000,72000,Petrol,97,1,0,1400,3,4,5,69,1025,0,0,3
10950,54,3,2000,71725,Petrol,110,1,0,1600,4,4,5,69,1035,0,1,3
10950,54,3,2000,71276,Petrol,110,0,0,1600,5,4,5,85,1080,0,1,3
8695,50,7,2000,70440,Diesel,69,1,0,1900,3,4,5,185,1105,0,1,6
10990,53,4,2000,70239,Petrol,110,0,0,1600,3,4,5,69,1040,0,1,3
9500,55,2,2000,69813,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
11950,49,8,2000,69659,Petrol,86,0,0,1300,3,4,6,69,1025,0,1,3
10750,46,11,2000,69574,Petrol,97,0,0,1400,5,4,5,85,1065,1,1,3
8750,47,10,2000,69000,Diesel,69,1,0,1900,5,4,5,185,1140,0,1,3
8750,49,8,2000,68565,Petrol,110,1,0,1600,4,4,5,69,1030,0,1,3
11450,55,2,2000,68520,Diesel,72,1,0,2000,3,4,5,185,1115,1,1,3
9950,46,11,2000,68414,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3
11950,56,1,2000,66777,Petrol,110,0,0,1600,5,4,5,85,1090,1,1,3
13950,52,5,2000,66527,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
11250,54,3,2000,66063,Petrol,110,1,0,1600,5,4,5,85,1090,0,1,3
10900,50,7,2000,65471,Petrol,97,1,0,1400,5,4,5,85,1060,0,1,3
9750,56,1,2000,65400,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3
9950,52,5,2000,65170,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3
11950,56,1,2000,65000,Petrol,110,1,0,1600,5,4,5,19,1075,0,0,6
10450,48,9,2000,64193,Petrol,110,1,0,1600,3,4,5,69,1040,0,1,3
8950,54,3,2000,64000,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
10250,54,3,2000,63792,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
9930,53,4,2000,63635,Petrol,110,1,0,1600,4,4,5,69,1035,0,1,3
10500,54,3,2000,63135,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3
11950,54,3,2000,63123,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3
11500,48,9,2000,63000,Diesel,69,1,0,1900,5,4,5,185,1140,0,1,6
11500,55,2,2000,63000,Petrol,110,0,0,1600,4,4,5,69,1035,0,1,3
11450,54,3,2000,62987,Petrol,110,0,0,1600,5,4,5,85,1080,0,1,3
9900,56,1,2000,62751,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3
9500,54,3,2000,62519,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3
10500,50,7,2000,62280,Petrol,97,1,0,1400,5,4,5,85,1060,0,1,3
10750,50,7,2000,61672,Petrol,110,0,0,1600,5,4,5,85,1075,0,0,12
8950,54,3,2000,61000,Diesel,69,0,0,2000,5,4,5,185,1140,0,1,6
12000,56,1,2000,61000,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3
9940,53,4,2000,60558,Petrol,110,1,0,1600,4,4,5,19,1105,0,0,12
10950,47,10,2000,60348,Petrol,110,0,0,1600,4,4,5,69,1030,1,1,3
10750,54,3,2000,60239,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
9799,51,6,2000,59000,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,6
11750,51,6,2000,58761,Petrol,97,0,0,1300,5,4,5,85,1060,0,1,12
11950,54,3,2000,58745,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3
11250,52,5,2000,58596,Petrol,110,1,0,1600,3,4,5,69,1045,0,1,3
11750,54,3,2000,58530,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3
10950,55,2,2000,58377,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3
11250,56,1,2000,58142,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
9950,53,4,2000,57948,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
9700,51,6,2000,57645,Petrol,110,0,0,1600,5,4,5,85,1080,0,1,3
11950,47,10,2000,57500,Petrol,110,1,0,1600,4,4,5,19,1105,0,0,3
9900,53,4,2000,57475,Petrol,110,0,0,1600,3,4,5,69,1040,0,1,3
9990,55,2,2000,56743,Petrol,110,0,0,1600,3,4,5,69,1045,0,1,3
9475,48,9,2000,56675,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
11500,54,3,2000,55877,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
11950,53,4,2000,55500,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,12
11500,55,2,2000,54900,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
10500,50,7,2000,54465,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3
10900,46,11,2000,53700,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
11700,52,5,2000,53561,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
11900,51,6,2000,53408,Petrol,110,1,0,1600,5,4,5,85,1080,0,0,12
13950,51,6,2000,53268,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
10950,49,8,2000,53116,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
10500,56,1,2000,52448,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3
10750,55,2,2000,52149,Petrol,97,1,0,1400,3,4,5,19,1085,0,1,12
11950,55,2,2000,52141,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3
10000,56,1,2000,52000,Petrol,97,0,0,1400,3,4,5,69,1025,0,0,3
10495,48,9,2000,50967,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
11450,50,7,2000,50400,Petrol,110,0,0,1600,5,4,5,85,1080,1,1,3
9400,54,3,2000,50000,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
11950,51,6,2000,50000,Petrol,86,1,0,1300,5,4,5,69,1045,1,1,12
9650,53,4,2000,49969,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3
18950,49,8,2000,49568,Petrol,110,1,0,1600,3,4,5,19,1105,0,1,3
11450,51,6,2000,49473,Petrol,110,0,0,1600,3,4,5,85,1055,1,1,3
10250,52,5,2000,49432,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3
11450,48,9,2000,49417,Petrol,110,1,0,1600,3,4,5,69,1045,1,1,3
9950,54,3,2000,49366,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
10500,56,1,2000,48731,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3
13750,54,3,2000,48370,Petrol,110,1,0,1600,5,4,5,85,1080,0,1,3
9950,48,9,2000,48071,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3
10250,54,3,2000,47852,Petrol,110,1,0,1600,4,4,5,69,1030,0,1,3
10850,54,3,2000,47768,Petrol,110,0,0,1600,3,4,5,85,1055,1,1,3
11895,52,5,2000,47689,Petrol,110,0,0,1600,5,4,5,85,1075,1,1,3
12950,53,4,2000,47451,Petrol,110,1,0,1600,3,4,5,85,1055,0,1,3
11950,50,7,2000,47219,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
10750,56,1,2000,47211,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3
9550,54,3,2000,46856,Petrol,97,0,0,1400,5,4,5,85,1060,0,1,3
10950,56,1,2000,46500,Petrol,86,0,0,1300,5,4,5,69,1035,1,1,12
11750,52,5,2000,46449,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3
10950,47,10,2000,46391,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,12
12450,54,3,2000,46230,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3
10500,52,5,2000,46029,Petrol,110,1,0,1600,4,4,5,69,1030,1,1,3
10900,50,7,2000,46000,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3
12950,50,7,2000,45900,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
10950,47,10,2000,45850,Petrol,97,0,0,1400,5,4,5,85,1060,1,1,3
12500,56,1,2000,45336,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
9950,55,2,2000,44537,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3
10750,56,1,2000,43700,Petrol,86,1,0,1300,3,4,5,69,1025,1,1,3
12500,48,9,2000,43120,Petrol,97,1,0,1400,3,4,5,69,1030,1,1,3
10450,49,8,2000,41710,Petrol,110,0,0,1600,3,4,5,69,1040,1,0,12
10750,52,5,2000,41700,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3
12950,49,8,2000,41636,Petrol,110,1,0,1600,5,4,5,19,1105,0,1,12
10995,50,7,2000,41273,Petrol,97,0,0,1400,5,4,5,85,1060,1,1,3
11950,49,8,2000,40836,Petrol,110,0,1,1600,3,4,5,85,1075,1,1,3
11250,50,7,2000,40400,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
11950,47,10,2000,40361,Petrol,110,1,0,1600,5,4,5,85,1090,0,1,3
13750,54,3,2000,40325,Petrol,86,0,0,1300,5,4,5,69,1045,0,1,3
11000,47,10,2000,40000,Petrol,110,0,0,1600,5,4,5,85,1080,0,0,3
13500,50,7,2000,39706,Petrol,110,1,0,1600,5,4,5,85,1080,0,1,3
10950,54,3,2000,39291,Petrol,110,1,0,1600,3,4,5,69,1040,0,1,3
10750,54,3,2000,39000,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3
8950,47,10,2000,38900,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
12950,51,6,2000,38403,Petrol,110,0,0,1600,3,4,5,85,1055,0,1,3
9750,56,1,2000,37461,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3
10900,54,3,2000,37000,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3
10995,55,2,2000,36406,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3
10750,48,9,2000,36005,Petrol,97,1,0,1400,5,4,5,85,1065,1,1,3
10950,52,5,2000,36000,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
13000,49,8,2000,36000,Petrol,110,0,0,1600,5,4,5,85,1080,1,1,3
12950,45,12,2000,36000,Petrol,110,1,1,1600,3,4,5,85,1070,1,1,3
11500,52,5,2000,35823,Petrol,110,0,0,1600,5,4,5,85,1075,1,1,3
10950,56,1,2000,35230,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3
11710,48,9,2000,35142,Petrol,110,0,0,1600,3,4,5,85,1055,0,1,3
9980,49,8,2000,34890,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3
12250,51,6,2000,34882,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
11500,46,11,2000,34000,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
11950,56,1,2000,33998,Petrol,110,0,0,1600,5,4,5,85,1080,1,1,12
11500,55,2,2000,33230,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3
11900,46,11,2000,33021,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3
11930,49,8,2000,31999,Petrol,97,0,0,1400,3,4,5,69,1030,0,1,3
10500,52,5,2000,31579,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3
8950,56,1,2000,31000,Petrol,97,0,0,1400,3,4,5,69,1025,0,0,6
10450,46,11,2000,30806,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3
10500,55,2,2000,30461,Petrol,86,1,0,1300,5,4,5,69,1050,1,1,3
12950,50,7,2000,29686,Petrol,110,1,1,1600,3,4,5,85,1075,1,1,3
9950,55,2,2000,29650,Petrol,86,0,0,1300,3,4,6,69,1025,0,1,3
12900,52,5,2000,29500,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3
9950,48,9,2000,28656,Petrol,97,0,0,1400,3,4,5,19,1085,0,1,3
9950,55,2,2000,27500,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3
10950,48,9,2000,26938,Petrol,110,1,0,1600,3,4,5,69,1040,0,0,12
10950,53,4,2000,26624,Petrol,97,0,0,1400,5,4,5,85,1060,0,1,3
9950,47,10,2000,26221,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
10950,50,7,2000,22648,Petrol,97,1,0,1400,5,4,5,85,1060,0,1,3
10800,50,7,2000,22500,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
10500,56,1,2000,19313,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3
10450,50,7,2000,17619,Petrol,110,0,0,1600,4,4,5,69,1030,0,1,3
10600,51,6,2000,17069,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3
10450,48,9,2000,15000,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3
12950,50,7,2000,10210,Petrol,97,0,0,1400,5,4,5,85,1065,0,1,3
11250,47,10,2000,5309,Petrol,110,1,1,1600,3,4,5,85,1070,0,1,3
7500,50,7,2000,1,Diesel,90,1,0,2000,3,4,5,64,1260,0,0,3
8950,52,5,2000,31000,Petrol,97,0,0,1398,3,4,5,69,1025,0,0,3
6950,58,11,1999,205000,Diesel,72,1,0,2000,4,4,5,185,1100,0,1,3
7900,68,1,1999,204250,Diesel,72,0,0,2000,3,4,5,185,1115,0,1,3
5950,68,1,1999,194545,Petrol,86,0,0,1300,4,4,5,69,1000,0,1,3
7500,59,10,1999,190900,Diesel,72,1,0,2000,3,4,5,185,1115,0,1,3
7500,62,7,1999,183500,Diesel,72,1,0,2000,5,4,5,185,1140,0,1,3
6900,65,4,1999,176184,Diesel,72,1,0,2000,3,4,5,185,1115,0,1,3
5751,67,2,1999,174833,Diesel,72,0,0,2000,4,4,5,185,1100,0,1,3
6950,68,1,1999,155720,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3
7950,67,2,1999,155500,Petrol,110,1,0,1600,5,4,5,69,1050,0,1,6
7750,59,10,1999,154783,Diesel,72,1,0,2000,3,4,5,185,1120,0,1,3
7950,64,5,1999,154462,Diesel,72,1,0,2000,5,4,5,185,1135,0,1,3
8250,64,5,1999,150585,Petrol,110,1,0,1600,3,4,6,85,1065,0,1,3
6250,67,2,1999,149000,Diesel,90,1,0,2000,5,4,5,64,1135,0,0,3
9500,62,7,1999,147636,Diesel,72,0,0,2000,5,4,5,185,1135,0,1,3
6900,59,10,1999,144521,Diesel,72,1,0,2000,5,4,5,64,1135,0,0,3
8450,64,5,1999,144000,CNG,110,1,0,1600,3,4,6,72,1065,0,1,3
7350,65,4,1999,140168,Diesel,72,1,0,2000,3,4,5,185,1115,0,1,3
8950,68,1,1999,140000,Petrol,110,1,0,1600,5,4,5,85,1085,0,1,3
6900,60,9,1999,139800,Diesel,72,0,0,2000,3,4,5,185,1115,0,1,3
8950,59,10,1999,137050,CNG,110,1,0,1600,3,4,5,197,1078,0,1,3
8750,61,8,1999,136956,Petrol,110,0,0,1600,3,4,6,85,1065,0,1,3
7950,67,2,1999,135337,CNG,110,1,0,1600,5,4,5,197,1120,0,1,3
8950,64,5,1999,133769,Diesel,72,1,0,2000,3,4,5,185,1120,0,1,3
8950,58,11,1999,133405,Diesel,72,1,0,2000,5,4,5,185,1135,0,1,3
8950,65,4,1999,132807,Diesel,72,1,0,2000,5,4,5,185,1135,1,1,3
7950,64,5,1999,132393,Diesel,72,0,0,2000,5,4,5,185,1135,0,1,3
7750,60,9,1999,130270,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3
